issue_id,type,created_date,created_date_zoned,updated_date,updated_date_zoned,resolved_date,resolved_date_zoned,summary,description,priority,status,resolution,assignee,assignee_username,reporter,reporter_username
MRM-938,Task,2008-09-09T22:33:10.765Z,2008-09-09T22:33:10.765Z,2009-03-21T21:01:43.924Z,2009-03-21T21:01:43.924Z,2009-03-11T01:12:41.718Z,2009-03-11T01:12:41.718Z,Remove 'redback.default.guest' usage in ArchivaXworkUser once this property is removed in redback,See http://www.nabble.com/Re%3A-svn-commit%3A-r691581---in--archiva-trunk-archiva-modules-archiva-web%3A-archiva-security-src-main-java-org-apache-maven-archiva-security--archiva-webapp-src-main-java-org-apache-maven-archiva-web-action--archiva-webapp-src-main-java-org-apache-maven-td19287763.html,Major,Closed,Fixed,Emmanuel Venisse,evenisse,Maria Odea Ching,oching
MRM-961,Bug,2008-09-30T08:25:48.849Z,2008-09-30T08:25:48.849Z,2008-10-12T23:52:04.055Z,2008-10-12T23:52:04.055Z,,,SMTP exceptions not being logged,"I up'ed the log level for every entry in WEB-INF/classes/log4j.xml to debug and updated the SMTP host (in $ARCHIVA_BASE/conf/jetty.xml) to be 'badhostnamethingy' and yet still no exception in any file (located in $ARCHIVA_BASE/logs).
",Major,Open,,,,Michael Delaney,mdelaney
MRM-924,Improvement,2008-08-25T17:16:55.875Z,2008-08-25T17:16:55.875Z,2008-09-04T22:35:15.291Z,2008-09-04T22:35:15.291Z,,,Artifact information screen should indicate the origin of the artifact ,"Looking at the artifact info screen, there is no information related to how the artifact got there.  It would be great if this information could be tracked and made visible e.g. by which proxy connector was this artifact pulled from or the username if manually deployed.",Minor,Open,,,,Steve Dodge,robododge
MRM-915,Bug,2008-08-19T04:29:39.085Z,2008-08-19T04:29:39.085Z,2008-09-09T22:33:28.13Z,2008-09-09T22:33:28.13Z,2008-09-09T22:33:28.135Z,2008-09-09T22:33:28.135Z,NPE with rss links,"With LDAP, I get the following exception when I use the rss icon on the browse page:

{noformat}
java.lang.NullPointerException
	org.apache.maven.archiva.security.DefaultUserRepositories.getObservableRepositoryIds(DefaultUserRepositories.java:76)
	org.apache.maven.archiva.web.rss.RssFeedServlet.getObservableRepos(RssFeedServlet.java:305)
	org.apache.maven.archiva.web.rss.RssFeedServlet.isAllowed(RssFeedServlet.java:267)
	org.apache.maven.archiva.web.rss.RssFeedServlet.doGet(RssFeedServlet.java:124)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:690)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:803)
	com.opensymphony.webwork.dispatcher.FilterDispatcher.doFilter(FilterDispatcher.java:189)
	com.opensymphony.module.sitemesh.filter.PageFilter.parsePage(PageFilter.java:118)
	com.opensymphony.module.sitemesh.filter.PageFilter.doFilter(PageFilter.java:52)
	com.opensymphony.webwork.dispatcher.ActionContextCleanUp.doFilter(ActionContextCleanUp.java:88)
{noformat}

My guest user have the global repository observer role but the login isn't 'guest' so securitySystem.getUserManager().findUser( principal ) return null

Rss works fine if I use the repoId parameter on RssFessServlet instead of groupId/artifactId.
",Major,Closed,Fixed,Maria Odea Ching,oching,Emmanuel Venisse,evenisse
MRM-908,Bug,2008-08-13T11:06:32.738Z,2008-08-13T11:06:32.738Z,2011-03-29T09:59:42.406Z,2011-03-29T09:59:42.406Z,2010-02-23T05:02:29.608Z,2010-02-23T05:02:29.608Z,pom.xml could not be parsed if it contains an UTF8-BOM,"I have several pom.xml files which contain a UTF8-BOM character at the beginning of the file. These pom.xml files are processed by maven 2.0.9 as expected. I can deploy to the repository as expected, the artifacts are indexed as expeced. But then I try to view the details of an artifact version, I get the message that the pom.xml could not be found. This is wrong.

The UTF8-BOM is an ASCII code ",Major,Closed,Fixed,Brett Porter,brettporter,Carsten Schuette,carstenschuette
MRM-943,Bug,2008-09-11T18:16:03.031Z,2008-09-11T18:16:03.031Z,2008-09-11T18:19:36.88Z,2008-09-11T18:19:36.88Z,2008-09-11T18:19:36.895Z,2008-09-11T18:19:36.895Z,results search option should only be available on results page,"the checkbox makes no sense on the original search page, so only show it on the results page.

In addition, it would be better labelled as ""search within results""",Major,Closed,Fixed,Brett Porter,brettporter,Brett Porter,brettporter
MRM-993,Bug,2008-11-05T19:36:31.138Z,2008-11-05T19:36:31.138Z,2014-08-07T23:21:46.844Z,2014-08-07T23:21:46.844Z,2014-08-07T23:21:46.735Z,2014-08-07T23:21:46.735Z,Metadata update should honor proxy connector blacklisting,"If I have blacklisted pattern on a proxy connector like so:

/com/atlassian/test/**

When the metadata is updated, it will merge the /com/atlassian/test/** metadata regardless of the blacklist.

MetadataTools should be modified so that metadata is merged only if it does not match an existing blacklist for that repository connector.",Major,Closed,Cannot Reproduce,Olivier Lamy (*$^¨%`£),olamy,James William Dumay,jameswdumay
MRM-985,Improvement,2008-10-23T21:03:55.356Z,2008-10-23T21:03:55.356Z,2008-11-07T07:58:34.167Z,2008-11-07T07:58:34.167Z,2008-11-06T17:59:48.396Z,2008-11-06T17:59:48.396Z,Document usage of boolean NOT in quick search,,Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
MRM-984,New Feature,2008-10-23T15:21:15.635Z,2008-10-23T15:21:15.635Z,2008-10-25T01:23:54.408Z,2008-10-25T01:23:54.408Z,2008-10-25T01:23:54.453Z,2008-10-25T01:23:54.453Z,Allow browsing by latest and release as defined in metadata,"Browse currently works by groupId/artifactId/version, as in http://example.com/archiva/browse/org.dbunit/dbunit/2.2.3 

I'd like the following urls to also work, and display the 'latest' and 'release' versions as defined in the metadata (or possibly just redirect?)

http://example.com/archiva/browse/org.dbunit/dbunit/latest

http://example.com/archiva/browse/org.dbunit/dbunit/release
",Major,Closed,Duplicate,Brett Porter,brettporter,Wendy Smoak,wsmoak
MRM-934,Bug,2008-09-04T04:44:25.89Z,2008-09-04T04:44:25.89Z,2008-09-04T06:19:58.043Z,2008-09-04T06:19:58.043Z,2008-09-04T06:19:58.048Z,2008-09-04T06:19:58.048Z,"For bytecode search, only 1 version of the artifact is returned even if there are more than 1 version of that artifact which matched the search","For example, you have the following artifacts in your internal repository:
- org.apache.archiva:archiva-test:1.1:jar
- org.apache.archiva:archiva-test:1.2:jar

Let's assume that both contains the same method 'getArtifact()' and do a bytecode search with that method as the query term (e.g. bytecode:getArtifact). Only one of the two matched artifacts will be returned in the search results instead of the two of them.",Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
