issue_id,username,display_name,created_date,created_date_zoned,message
MRM-243,joakime,Joakim Erdfelt,2007-09-21T14:32:56.682Z,2007-09-21T14:32:56.682Z,"I was able to duplicate this problem on the following environment ...

Tested on WinXP(SP2) w/ Tomcat 5.0.28.
Using Archiva SVN Trunk r577463
JDK 1.5.0_11
Using the configuration specified at http://docs.codehaus.org/display/MAVENUSER/Archiva+on+Tomcat#ArchivaonTomcat-Tomcat5.0.xSpecifics

I created a simple project with a 1.1 version and a copy of the project with a 1.2-SNAPSHOT version.

The first deploy (of version 1.1) to the internal repo succeeded, the next deploy (of version 1.2-SNAPSHOT) encountered the ""507 Insufficient Storage"" problem."
MRM-243,joakime,Joakim Erdfelt,2007-09-21T14:37:29.957Z,2007-09-21T14:37:29.957Z,"One extra note about previous comment.

The metadata upload that caused the ""507 Insufficient Storage"" error occured when the SNAPSHOT deploy attempted to upload the metadata file.  It did not conflict with the maven-metadata.xml from the previous deploy (as that was on a different repository).  It appears that the previous request for the maven-metadata.xml causes the problem with the deploy of the updated maven-metadata.xml file.

More research is needed here.
I would hate to see this be a problem in the simple-webdav impl."
MRM-243,joakime,Joakim Erdfelt,2007-09-21T17:09:22.281Z,2007-09-21T17:09:22.281Z,"The most archiva/trunk has the fix commited.

See revision 578241"
MRM-243,drewpuppy,Andrew Heald,2008-04-07T04:19:42.581Z,2008-04-07T04:19:42.581Z,"This issue is not fixed in Archiva 1.0.1 and pops up at least once a day on our most complex integration build, though never for our other builds.

Client side environment here: Maven 2.0.8 and we're using wagon-webdav 1.0-beta-2. Windows.

I replaced plexus-utils 1.4 with 1.5.1 in Archiva but that hasn't fixed the problem.

Please reopen this issue, or shall I create a clone?"
MRM-243,brettporter,Brett Porter,2008-04-07T04:30:19.099Z,2008-04-07T04:30:19.099Z,please check the 1.0.2 candidate build (see developers list archives for recent vote) - but otherwise the issue should be cloned
MRM-243,drewpuppy,Andrew Heald,2008-04-07T06:57:19.083Z,2008-04-07T06:57:19.083Z,"Thanks, Brett. I have 1.0.2 up and running and I'll report back after a few days if the upload errors vanish."
MRM-243,drewpuppy,Andrew Heald,2008-04-08T05:25:20.297Z,2008-04-08T05:25:20.297Z,"Brett, I'm afraid this is still very much an issue, so I'll create a clone."
MRM-282,joakime,Joakim Erdfelt,2007-05-25T14:09:59.267Z,2007-05-25T14:09:59.267Z,Cannot reproduce on archiva trunk.
MRM-292,nbeyer,Nathan Beyer,2007-02-25T13:32:43.91Z,2007-02-25T13:32:43.91Z,"Uploading BaseFileTest.diff again. The first upload contained changes out of the scope of this issue, sorry."
MRM-292,evenisse,Emmanuel Venisse,2007-03-01T00:43:59.982Z,2007-03-01T00:43:59.982Z,already fixed but with an other patch
MRM-232,aheritier,Arnaud HERITIER,2006-11-22T18:18:43.121Z,2006-11-22T18:18:43.121Z,It seems to be fixed. I just build it. Can we close this issue ?
MRM-232,elpunzalan,Edwin Punzalan,2006-11-23T01:40:25.157Z,2006-11-23T01:40:25.157Z,"I was able to build from trunk just now.

Similar issues should report the reason for not being able to build archiva.  Thanks."
MRM-232,maxb,Max Bowsher,2006-11-25T11:55:31.441Z,2006-11-25T11:55:31.441Z,"Indeed, it is fixed now, since the deployment of plexus-security-rbac-profile-1.0-alpha-6-20061121.220729-4 occurred.

I *did* report the reason for not being able to build: ""Trunk is currently broken because the MRM-231 changes have already been committed, but they are dependent on very recent changes to plexus-security-rbac-profile which have not yet been deployed to the codehaus snapshot repository."" I guess you are suggesting I should have included an error transcript too."
MRM-261,carlos,Carlos Sanchez,2006-12-22T07:46:30.789Z,2006-12-22T07:46:30.789Z,"Caused by an OOM exception reading the health report

Deleting it seems to work /maven2-converted-from-maven1/.reports/health-report.xml

Underlying problem is that errors are always added to the report, creating duplicated entries that make it grow exponentially"
MRM-261,carlos,Carlos Sanchez,2006-12-22T10:01:25.008Z,2006-12-22T10:01:25.008Z,Latest snapshot of archiva-cli has been deployed to maven-meeper in maven.org
MRM-265,wsmoak,Wendy Smoak,2007-01-15T16:16:57.438Z,2007-01-15T16:16:57.438Z,"Possibly related,  changes made to a pom in a managed repository don't seem to show up in Archiva, even after re-indexing.

See:  http://www.nabble.com/Archiva-and-invalid-poms-t3017517s177.html"
MRM-265,joakime,Joakim Erdfelt,2007-08-09T20:10:45.431Z,2007-08-09T20:10:45.431Z,"MRM-37 - The Database Scan tasks should pick up the removed artifacts, and/or repository configuration and remove the entries from the database and lucene indexes."
MRM-265,oching,Maria Odea Ching,2007-10-21T12:32:24.324Z,2007-10-21T12:32:24.324Z,"Fixed in -r586919

- added method for deleting the artifacts in the db when a repo is deleted
- also deleted repo scan statistics when the repo is deleted
- created DAO that does retrieving, deleting and adding of RepositoryContentStatistics to the db
- added and updated tests
"
MRM-284,joakime,Joakim Erdfelt,2007-05-10T19:02:10.994Z,2007-05-10T19:02:10.994Z,"Postponing.
We should really assign this to the redback project."
MRM-224,jvanzyl,Jason van Zyl,2006-11-16T09:27:20.096Z,2006-11-16T09:27:20.096Z,Now looking for /plugins/ directories and handling them accordingly.
MRM-201,evenisse,Emmanuel Venisse,2006-10-05T15:20:24.508Z,2006-10-05T15:20:24.508Z,Applied. Thanks
MRM-279,joakime,Joakim Erdfelt,2007-05-10T19:03:22.454Z,2007-05-10T19:03:22.454Z,"The whole proxy setup / configuration / administration has changed on trunk.
Closing as cannot reproduce."
MRM-274,wsmoak,Wendy Smoak,2007-02-05T13:11:06.072Z,2007-02-05T13:11:06.072Z,"Continuum at r502389 has the same problem.

And the 'plexus.bat' file does not work on WinXP:

C:\java\archiva-r503520\bin>plexus.bat
Exception in thread ""main"" java.lang.NoClassDefFoundError: org/codehaus/plexus/classworlds/lancher/Launcher
"
MRM-272,handyande,Andrew Williams,2007-01-22T15:25:53.815Z,2007-01-22T15:25:53.815Z,"fixed in trunk of plexus, so should be cascaded to archiva too"
MRM-227,aheritier,Arnaud HERITIER,2006-11-17T08:01:19.634Z,2006-11-17T08:01:19.634Z,Seems to be a problem in mysql : http://www.jpox.org/servlet/forum/viewthread?thread=3396
MRM-227,carlos,Carlos Sanchez,2007-01-09T18:46:09.973Z,2007-01-09T18:46:09.973Z,"Use MySQL > 5.0.3 with a non UTF8 database until MySQL bug http://bugs.mysql.com/bug.php?id=25480 is fixed, or change the application.xml as follows:

Add inside component org.codehaus.plexus.jdo.JdoFactory, configuration, otherProperties:

<!-- this is required for some MySQL versions and configurations, see CONTINUUM-1113 -->
<property>
<name>org.jpox.rdbms.stringDefaultLength</name>
<value>255</value>
</property>"
MRM-227,carlos,Carlos Sanchez,2007-04-26T17:48:51.117Z,2007-04-26T17:48:51.117Z,"Seems that MySQL decided it's not a bug in their side, although it's really inconsistent
http://bugs.mysql.com/bug.php?id=25480"
MRM-227,joakime,Joakim Erdfelt,2007-06-18T16:23:24.958Z,2007-06-18T16:23:24.958Z,Closing as duplicate of MRM-415
MRM-208,jirareport,Jira Report User,2006-12-15T20:14:43.25Z,2006-12-15T20:14:43.25Z,I need to retest for this bug.
MRM-208,brettporter,Brett Porter,2007-07-31T04:12:21.639Z,2007-07-31T04:12:21.639Z,should no longer be relevant
MRM-287,hisidro,Henry S. Isidro,2007-02-22T02:41:01.425Z,2007-02-22T02:41:01.425Z,"File Attached: [MRM-287]-archiva-webapp.patch

This patch adds the context to the generated urls of the navigation links when browsing an artifact."
MRM-287,evenisse,Emmanuel Venisse,2007-02-22T03:12:02.02Z,2007-02-22T03:12:02.02Z,Apply. Thanks.
MRM-258,brettporter,Brett Porter,2006-12-19T23:08:42.706Z,2006-12-19T23:08:42.706Z,works for me. Updated documentation.
MRM-206,jdidion,John Didion,2007-06-25T17:31:35.611Z,2007-06-25T17:31:35.611Z,"I basically took the xmlrpc stuff from Continuum and ported it over to Archiva. There's only one method - searchForTerm. But the skeleton (read: tedious copy-and-paste work) is done.

Not included are the necessary additions to web.xml:

  <servlet>
    <servlet-name>XmlRpcServlet</servlet-name>
    <servlet-class>org.apache.maven.archiva.xmlrpc.server.ArchivaXmlRpcServlet</servlet-class>
  </servlet>

  <servlet-mapping>
    <servlet-name>XmlRpcServlet</servlet-name>
    <url-pattern>/xmlrpc</url-pattern>
  </servlet-mapping>

and to the archiva-webapp pom.xml:

  <dependency>
    <groupId>org.apache.maven.archiva</groupId>
    <artifactId>archiva-xmlrpc-server</artifactId>
    <scope>runtime</scope>
  </dependency>"
MRM-206,oliveros,Dário Oliveros,2007-12-13T07:47:00.305Z,2007-12-13T07:47:00.305Z,"Based on what John has provided, I've made some adjustments to XMLRPC by adding two services, one for retrieving all dependencies of a given artifact and the other one, the dependees, i.e., projects that depend on it.

Attached are the patch and zip files containing changes to parent and webapp projects and the xmlrpc components respectively."
MRM-206,wsmoak,Wendy Smoak,2007-12-15T09:47:34.563Z,2007-12-15T09:47:34.563Z,"This sounds interesting.  What do the urls look like?  How is it secured?

Can you write a page of docs for it, or explain more about it here?  I didn't see any .apt or .xml docs in the zip file."
MRM-206,oliveros,Dário Oliveros,2007-12-17T04:38:32.544Z,2007-12-17T04:38:32.544Z,"The default URL is <context-root/xmlrpc, e.g., http://localhost:8080/archiva/xmlrpc. During the connection phase, username and password should be provided.

In order to use it, you basically have to apply the attached patch to all affected components and build them again, incluing the webapp.
Then you are good to create a client that will connect thru XMLRPC.
Here's a snippet of how a client looks like:

{code:title=Client.java|borderStyle=solid}
import org.apache.maven.archiva.xmlrpc.client.ArchivaXmlRpcClient;
import org.apache.maven.archiva.xmlrpc.client.Dependee;
import org.apache.xmlrpc.XmlRpcException;

       ...       
        try {
            ArchivaXmlRpcClient client = new ArchivaXmlRpcClient(
                archivaURL, archivaUser, archivaPassword);

           List<Dependee> dependees = client.getDependees(groupId, 
                   artifactId(), version());

           for (Dependee dependee : dependees) {
               ...
           }
        } catch (XmlRpcException e) {
        ...
        }
{code}

Additionally, the following dependencies should be added to client pom.xml:

{code:title=pom.xml|borderStyle=solid}

    <dependency>
        <groupId>org.apache.maven.archiva</groupId>
        <artifactId>archiva-xmlrpc-client</artifactId>
        <version>1.1-SNAPSHOT</version>
    </dependency>
    <dependency>
        <groupId>org.apache.xmlrpc</groupId>
        <artifactId>xmlrpc-client</artifactId>
        <version>3.1</version>
    </dependency>
{code}

If you have any questions, please let me know.
Dário"
MRM-206,oching,Maria Odea Ching,2008-02-25T02:37:19.885Z,2008-02-25T02:37:19.885Z,"The patches look good. Thanks John and Dario!

Could you also provide tests for the xmlrpc modules?"
MRM-206,jameswdumay,James William Dumay,2008-05-08T01:42:21.507Z,2008-05-08T01:42:21.507Z,Moving to 1.1.x
MRM-206,jameswdumay,James William Dumay,2008-05-08T02:22:39.841Z,2008-05-08T02:22:39.841Z,Moving to 1.2
MRM-206,oching,Maria Odea Ching,2008-11-03T16:25:54.061Z,2008-11-03T16:25:54.061Z,"Changes in trunk -r710189:
- Added search + test cases in the archiva web services which works with the Atlassian xmlrpc binder which James did (note: service methods are not yet complete)"
MRM-206,oching,Maria Odea Ching,2008-11-04T11:18:29.805Z,2008-11-04T11:18:29.805Z,"Changes in trunk -r711320:
- added getDependencies(..) and getDependees(..) implementation"
MRM-206,oching,Maria Odea Ching,2009-01-19T20:19:59.491Z,2009-01-19T20:19:59.491Z,"I forgot to add, there were additional fixes for this too in trunk -r732674."
MRM-233,nramirez,Nap Ramirez,2006-11-21T20:22:05.807Z,2006-11-21T20:22:05.807Z,This patch adds the 'Edit user info' link in the side navigation menu.
MRM-233,elpunzalan,Edwin Punzalan,2006-11-23T01:20:35.878Z,2006-11-23T01:20:35.878Z,"patch applied, thanks."
MRM-253,aramirez,Allan Ramirez,2006-12-19T00:15:24.72Z,2006-12-19T00:15:24.72Z,"Attached patch is to fix this issue, please apply. Thanks"
MRM-253,evenisse,Emmanuel Venisse,2006-12-19T02:54:11.248Z,2006-12-19T02:54:11.248Z,Applied. Thanks.
MRM-221,gregrluck,Greg Luck,2006-11-14T19:02:45.876Z,2006-11-14T19:02:45.876Z,I created another new repository and retested. This time I could browse to it bu the webdav issue remains the same.
MRM-221,carlos,Carlos Sanchez,2006-11-21T18:58:00.612Z,2006-11-21T18:58:00.612Z,"Shouldn't this be wagon-webdav instead of wagon-ssh ?

<artifact:install-provider artifactId=""wagon-ssh"" version=""1.0-beta-1""/>"
MRM-221,jirareport,Jira Report User,2006-12-15T20:13:12.05Z,2006-12-15T20:13:12.05Z,Should be resolved before a release.
MRM-221,joakime,Joakim Erdfelt,2007-01-02T15:12:53.661Z,2007-01-02T15:12:53.661Z,"The URL in <remoteRepository url=""dav://localhost:9091/repository/maven_repository""> is invalid.

it should be in the format dav:${protocol}://${hostname}:${port}/${archivaContext}/repository/${repositoryId} 
So, assuming you have archiva installed as context '/archiva', the url above should read as dav:http://localhost:9091/archiva/repository/maven_repository

See the webdav url and POM snippet in the managed repository for the proper URL to be using.
( example found in the last image link on this blog http://coderoshi.blogspot.com/2006/12/apache-archiva-part-one.html )"
MRM-221,wsmoak,Wendy Smoak,2007-06-19T19:47:02.923Z,2007-06-19T19:47:02.923Z,"webdav deployment is working fine for me in 1.0-alpha-1

please ask on the user list or re-open if it's still an issue"
MRM-281,joakime,Joakim Erdfelt,2007-05-11T09:12:22.649Z,2007-05-11T09:12:22.649Z,"Unable to reproduce in trunk.
This is expected, as that entire process has been reworked anyway."
MRM-295,wsmoak,Wendy Smoak,2007-04-28T21:55:57.365Z,2007-04-28T21:55:57.365Z,"Added ${version} to finalName in r533459 on trunk (in archiva-plexus-runtime/pom.xml).

Leaving this open to make sure it also gets fixed on the archiva-jpox-database-refactor branch."
MRM-295,wsmoak,Wendy Smoak,2007-05-11T23:56:51.854Z,2007-05-11T23:56:51.854Z,"Fixed on trunk in r534082
Merging changes from old (archiva-0.9) trunk into branch.
svn merge revision 518676 to 534045.
"
MRM-234,carlos,Carlos Sanchez,2006-11-21T20:30:43.456Z,2006-11-21T20:30:43.456Z,The code I tested from could.it is http://could.it/repo/webdav/head rev# 262
MRM-234,carlos,Carlos Sanchez,2006-11-21T20:39:46.187Z,2006-11-21T20:39:46.187Z,Client and server logs
MRM-234,carlos,Carlos Sanchez,2006-11-21T20:44:39.132Z,2006-11-21T20:44:39.132Z,Built version of http://could.it/repo/webdav/head rev# 262
MRM-234,joakime,Joakim Erdfelt,2007-01-03T14:49:24.202Z,2007-01-03T14:49:24.202Z,"What's happening (Technical)

*Request*

{code}
MOVE /repository/corporate/cas HTTP/1.1
Content-Language: en-us
Accept-Language: en-us
Overwrite: F
Destination: http://192.168.1.104:9091/repository/snapshots/cas
Translate: f
User-Agent: Microsoft Data Access Internet Publishing Provider DAV
Host: 192.168.1.104:9091
Content-Length: 0
Connection: Keep-Alive
Cookie: JSESSIONID=1ia9oq074832f
Authorization: Basic YWRtaW46Ym9iMQ==
{code}

*Response*

{code}
HTTP/1.1 500 URI_scheme_is_not_file
Content-Type: text/html; charset=ISO-8859-1
Content-Length: 3887
Server:  Archiva : CouldIT-WebDAV/0.4
DAV: 1
MS-Author-Via: DAV
Connection: keep-alive

<h2>HTTP ERROR: 500</h2><pre>URI scheme is not ""file""</pre>
<p>RequestURI=/repository/corporate/cas</p><h3>Caused by:</h3><pre>java.lang.IllegalArgumentException: URI scheme is not ""file""
.at java.io.File.<init>(File.java:324)
.at it.could.webdav.DAVRepository.getResource(DAVRepository.java:125)
.at it.could.webdav.methods.COPY.process(COPY.java:52)
.at it.could.webdav.methods.MOVE.process(MOVE.java:47)
.at it.could.webdav.DAVProcessor.process(DAVProcessor.java:79)
.at org.apache.maven.archiva.web.servlet.repository.RepositoryAccess.servletRequest(RepositoryAccess.java:227)
.at org.apache.maven.archiva.web.servlet.PlexusComponentServlet.service(PlexusComponentServlet.java:129)
.at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:445)
.at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1049)
.at com.opensymphony.webwork.dispatcher.FilterDispatcher.doFilter(FilterDispatcher.java:189)
.at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1040)
.at com.opensymphony.module.sitemesh.filter.PageFilter.parsePage(PageFilter.java:118)
{code}

The webdav servlet is being passed 2 pieces of information.

* Source File to Move From: /repository/corporate/cas
* Destination to Move To: http://192.168.1.104:9091/repository/snapshots/cas

The webdav servlet cannot handle moving a resource out to another URL.
It expects local to repository moves only.
That's why we get the URI scheme is not ""file"" error message.

Potential Solutions:

# Deny COPY and MOVE requests from working.
# Adjust the destination header if it is determined to belong to another archiva repository before it.could.webdav handles the request.
# Create support for remove URL webdav move in it.could.webdav sourcebase using slide-webdav-client libraries.
# Dump it.could.webdav in favor of slide-webdav-servlet

None of these solutions seem like a good idea to me.
Any opinions?
"
MRM-234,brettporter,Brett Porter,2007-01-03T17:51:41.024Z,2007-01-03T17:51:41.024Z,"what's the downside of using slide?

of them all, (2) seems like the ""best"" solution, assuming that is fairly straightfoward?"
MRM-234,joakime,Joakim Erdfelt,2007-06-17T20:13:39.607Z,2007-06-17T20:13:39.607Z,"The biggest concern in implementing solution #2 is the security aspect.
This would mean the webdav impl is now aware of redback and archiva itself.  (unless we do some smoke and mirrors on the incoming HttpServletRequest before the webdav impl gets it)

Supporting the WebDav MOVE operation is going to be tricky."
MRM-234,jameswdumay,James William Dumay,2008-05-06T21:00:10.889Z,2008-05-06T21:00:10.889Z,Moving to webdav component
MRM-234,jameswdumay,James William Dumay,2008-05-06T21:03:04.837Z,2008-05-06T21:03:04.837Z,This functionality should work once the migration to Jackrabbits webdav API is complete.
MRM-234,jameswdumay,James William Dumay,2008-07-04T23:12:49.928Z,2008-07-04T23:12:49.928Z,MRM-781 is now complete.
MRM-297,joakime,Joakim Erdfelt,2007-03-02T08:25:38.951Z,2007-03-02T08:25:38.951Z,Fixed in r513779.
MRM-228,daniel@mohni.net,Daniel Mohni,2006-11-20T06:56:56.609Z,2006-11-20T06:56:56.609Z,"patch was applied, therefore the issue can be closed..."
MRM-228,daniel@mohni.net,Daniel Mohni,2006-11-20T08:39:29.287Z,2006-11-20T08:39:29.287Z,"tortoisesvn told me that the pach was applied, but this was not correct, sorry m8's"
MRM-228,jirareport,Jira Report User,2006-11-24T15:49:12.075Z,2006-11-24T15:49:12.075Z,"svn ci -m ""Applying Daniel Mohni's excellent documentation on using Archiva from Maven. ""

Adding         src/site/apt/guides/getting-started/maven-configuration.apt
Sending        src/site/site.xml
Transmitting file data ..
Committed revision 479011.

I edited it a chunk, so feel free to re-open if I butchered anything."
MRM-252,brettporter,Brett Porter,2006-12-19T23:15:30.998Z,2006-12-19T23:15:30.998Z,"works fine on Mac. Currently reviving my windows box (again) to test it there and on linux (vmware).
"
MRM-252,brettporter,Brett Porter,2006-12-23T02:09:39.13Z,2006-12-23T02:09:39.13Z,replicated with Windows and JDK 6 final. Weird that it worked with the RC
MRM-252,brettporter,Brett Porter,2006-12-23T03:58:06.843Z,2006-12-23T03:58:06.843Z,"this is a result of the plexus-appserver plugin not running at all (not being bound to the lifecycle), not a fault in the assembly plugin as it first appeared. Investigating"
MRM-252,brettporter,Brett Porter,2006-12-23T04:13:17.893Z,2006-12-23T04:13:17.893Z,"for some reason, the ordering is not being honoured. FWIW, this works in Maven 2.0.5+ because of a fix to this. "
MRM-252,brettporter,Brett Porter,2006-12-23T04:16:03.575Z,2006-12-23T04:16:03.575Z,moved the appserver plugin to the process-resources phase to guarantee ordering
MRM-209,evenisse,Emmanuel Venisse,2006-11-02T09:25:05.789Z,2006-11-02T09:25:05.789Z,it's fixed in plexus-appserver 2.0-alpha-4. We need to update it in Archiva.
MRM-214,jirareport,Jira Report User,2006-12-15T20:13:47.755Z,2006-12-15T20:13:47.755Z,Tis done. A while back - apparantly I forgot to close this when I did it.
MRM-211,ndeloof,nicolas de loof,2006-10-18T10:32:13.779Z,2006-10-18T10:32:13.779Z,Seems to be duplicated fomr MRM-210
MRM-211,brettporter,Brett Porter,2006-10-18T17:55:12.242Z,2006-10-18T17:55:12.242Z,"it could be the same, or it might be in a different section, not sure off the top of my head. Linking."
MRM-211,ndeloof,nicolas de loof,2006-10-19T06:08:18.132Z,2006-10-19T06:08:18.132Z,"As far as I understand Maven2 API, this issue requires to register to DefaultArtifactHandlerManager the expected handler Map with ""jar"" extensions for ""plugin"" type (and some others).

The components.xml from Maven2 project ""maven-artifact"" does register custom extension for types
  * ejb
  * test-jar
  * maven-plugin (maven2 plugin)
  * java-source
  * javadoc
  * ejb-client

Nothing about maven1 plugin





"
MRM-211,ndeloof,nicolas de loof,2006-10-19T06:56:48.548Z,2006-10-19T06:56:48.548Z,"I simply added 
""
    <component>
      <role>org.apache.maven.artifact.handler.ArtifactHandler</role>
      <role-hint>plugin</role-hint>
      <implementation>org.apache.maven.artifact.handler.DefaultArtifactHandler</implementation>
      <configuration>
        <type>plugin</type>
        <extension>jar</extension>
        <language>java</language>
        <addedToClasspath>true</addedToClasspath>
      </configuration>
    </component>	
""

In WEB-INF/classes/META-INF/plexus/components.xml and it works now.

Do we have to upgrade maven-artifact for this or can we consider this ""maven 1 support"" feature to be only in archiva scope ?"
MRM-211,brettporter,Brett Porter,2006-10-19T07:04:44.755Z,2006-10-19T07:04:44.755Z,I think just archiva is fine
MRM-211,aheritier,Arnaud HERITIER,2006-11-03T17:49:54.349Z,2006-11-03T17:49:54.349Z,"I added this setting in
archiva-webapp/src/main/resources/META-INF/plexus/application.xml
It seems to work correctly.
Can we commit it ?
"
MRM-211,aheritier,Arnaud HERITIER,2006-11-04T16:44:19.145Z,2006-11-04T16:44:19.145Z,A patch is available
MRM-211,aheritier,Arnaud HERITIER,2006-11-04T16:59:29.738Z,2006-11-04T16:59:29.738Z,It's really important for m1 users
MRM-211,ndeloof,nicolas de loof,2006-11-06T10:23:13.877Z,2006-11-06T10:23:13.877Z,"I just notice maven1 plugins in maven repo now have the "".plugin"" extension.

Did someone change the maven1 to maven2 converter for this ?"
MRM-211,aheritier,Arnaud HERITIER,2006-11-06T11:10:11.691Z,2006-11-06T11:10:11.691Z,In the central repository ?????
MRM-211,aheritier,Arnaud HERITIER,2007-05-10T17:01:32.134Z,2007-05-10T17:01:32.134Z,Applied in 0.9 branch
MRM-211,brettporter,Brett Porter,2007-09-15T22:31:12.746Z,2007-09-15T22:31:12.746Z,"the patch no longer worked on trunk since it doesn't use maven-artifact, so I fixed it an alternative way and added a test"
MRM-237,jirareport,Jira Report User,2006-12-15T19:52:50.601Z,2006-12-15T19:52:50.601Z,"Yep, archiva-plexus-runtime/pom.xml is now depending on javax.mail 1.4.

Deleted from the site, and site redeployed.

Thanks for pointing this out."
MRM-289,olamy,Olivier Lamy (*$^¨%`£),2007-02-24T15:44:48.829Z,2007-02-24T15:44:48.829Z,patch attached
MRM-240,joakime,Joakim Erdfelt,2007-05-22T13:59:25.518Z,2007-05-22T13:59:25.518Z,"Unable to reproduce.

Likely fixed in major trunk refactoring for 1.0."
MRM-291,joakime,Joakim Erdfelt,2007-06-18T20:16:24.953Z,2007-06-18T20:16:24.953Z,"Closing as fixed.

I did this a while ago in trunk.
I cannot find any Serializable classes that I missed."
MRM-203,brettporter,Brett Porter,2007-07-31T04:21:23.805Z,2007-07-31T04:21:23.805Z,we need to consider the most appropriate role for the 'archiva-access-reports' permission. I expect the default should be to make it visible.
MRM-203,joakime,Joakim Erdfelt,2007-10-02T13:56:15.428Z,2007-10-02T13:56:15.428Z,"Closing, as this is currently this is configurable by the archiva administrator.
They can choose to grant the archiva-access-reports to anyone they choose."
MRM-275,brettporter,Brett Porter,2007-08-04T23:19:46.171Z,2007-08-04T23:19:46.171Z,"given you've used a consumer to implement MRM-294, does this mean that this issue is to just create configuration admin for the consumer now? (the daysOlder /retentionCount on a repository)."
MRM-275,oching,Maria Odea Ching,2007-08-05T10:03:37.951Z,2007-08-05T10:03:37.951Z,"yep, this just needs the UI in the Managed Repo page to specify which of these 2 (by days old or by retention count) the repo manager wants to implement."
MRM-275,oching,Maria Odea Ching,2007-08-06T00:48:19.618Z,2007-08-06T00:48:19.618Z,"Fixed in -r563030.

Added the ff. fields in repo configuration and in repository page:
- days older (remove snapshots older than the specified number of days)
- retenttion count (number of snapshots to be retained during repo purge)
- delete released snapshots (enable or disable delete of released snapshots during repo purge)"
MRM-238,carlos,Carlos Sanchez,2006-11-26T23:51:06.171Z,2006-11-26T23:51:06.171Z,"Seems to me that it's a valid checksum, so the problem is in archiva"
MRM-238,joakime,Joakim Erdfelt,2007-05-25T14:05:29.575Z,2007-05-25T14:05:29.575Z,Cannot reproduce this failure using archiva trunk.
MRM-293,nbeyer,Nathan Beyer,2007-02-25T13:28:35.907Z,2007-02-25T13:28:35.907Z,"I cloned MRM-292, because this issue has the same root cause, hardcoded separators in paths of the test cases. This issue is related to the test org.apache.maven.archiva.common.consumers.GenericArtifactConsumerTest."
MRM-293,nbeyer,Nathan Beyer,2007-02-25T13:31:35.117Z,2007-02-25T13:31:35.117Z,GenerifArtifactConsumerTest.diff is a patch to correct this test case.
MRM-293,joakime,Joakim Erdfelt,2007-05-11T13:13:45.793Z,2007-05-11T13:13:45.793Z,Fixed on trunk.
MRM-257,joakime,Joakim Erdfelt,2007-05-22T13:57:12.904Z,2007-05-22T13:57:12.904Z,the /proxy/ url no longer exists.
MRM-216,brettporter,Brett Porter,2006-12-19T21:36:32.673Z,2006-12-19T21:36:32.673Z,"I think, for now, the webdav interface will be sufficient.

This shouldn't just be a file upload, but a bundle upload, which requires more work."
MRM-216,aheritier,Arnaud HERITIER,2007-03-20T00:49:21.211Z,2007-03-20T00:49:21.211Z,"It's not sufficient because to use the webdav with maven 2.0.X we have to be in a directory where maven 2 can find a pom with the webdav extension. It's really annoying for our users who are trying by default to do it from where the jar is. I agree with the need of the bundle but we can certainly begin with something really simple :
- pom
- pom + artifact
- artifactId + groupId + version + type + artifact
With this 3 cases with certainly cover the majority of the needs."
MRM-216,wsmoak,Wendy Smoak,2007-04-28T11:00:07.059Z,2007-04-28T11:00:07.059Z,Individual artifact file upload should be supported.  Bundles are fine but shouldn't be required.
MRM-216,wsmoak,Wendy Smoak,2007-08-18T21:44:53.43Z,2007-08-18T21:44:53.43Z,"MRM-216-20070818-1935.patch has initial work to support uploading a single artifact.  

Build, start the webapp with ""mvn jetty:run"" and go to http://localhost:9091/upload.action

You can use 'internal' as the repositoryId.  Success just goes back to the same page.  Look at the console for the location of the temp file and the path within the repository.
"
MRM-216,oching,Maria Odea Ching,2008-03-11T02:06:53.563Z,2008-03-11T02:06:53.563Z,"Will take a look at this issue and adjust the patch to the changes in the Archiva code. 
Thanks Wendy! :-)"
MRM-216,oching,Maria Odea Ching,2008-03-11T03:05:40.458Z,2008-03-11T03:05:40.458Z,"Applied the patch in archiva-trunk -r635836. 
I commented out some parts in the UploadAction class which need to be modified due to the changes in the Archiva components used.

I made an initial list of what I think still needs to be done and can be improved:
- modify the commented parts to adapt to the changes in the components (like the repository layout)
- add 'Upload/Deploy Artifact' in the navigation menu
- form validation
- maybe we could have a drop-down box for the repository ids
- include this feature in the documentation
"
MRM-216,wsmoak,Wendy Smoak,2008-03-11T08:41:00.378Z,2008-03-11T08:41:00.378Z,The upload feature also needs to be secured based on repository permissions.
MRM-216,oching,Maria Odea Ching,2008-03-13T05:43:17.701Z,2008-03-13T05:43:17.701Z,"The following has already been finished in -r636284 and -r636703:
- 'Upload Artifact' already in navigation menu
- dropdown box for the repository ids
- check for write permissions before allowing deployment in repo
- allow user to specify whether to generate a pom for the artifact (for Maven 2 artifacts)
- update metadata file
"
MRM-216,oching,Maria Odea Ching,2008-03-13T21:01:03.785Z,2008-03-13T21:01:03.785Z,"Additional fix:
- Added form validation and other validations in action class (-r636953)"
